# Instrument-source: 'H3-3A_CLEO.instr'
# Date: Fri Aug 30 20 16 2019
# Ncount: 1000000
# Numpoints: 2
# Param: m_out = 1
# type: multiarray_1d(2)
# title: Scan of m_out
# xlabel: 'm_out'
# ylabel: 'Intensity'
# xvars: m_out
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 1 6
# filename: mccode.dat
# variables: m_out Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
1 3.92876E+6 88953.7 3.92876E+6 88953.7 3.92876E+6 88953.7 3.92876E+6 88953.7 3.92876E+6 88953.7
1.5 1.21634E+7 149405 1.21634E+7 149405 1.21634E+7 149405 1.21634E+7 149405 1.21634E+7 149405
2 2.94668E+7 231393 2.94668E+7 231393 2.94668E+7 231393 2.94668E+7 231393 2.94668E+7 231393
2.5 4.42143E+7 286911 4.42143E+7 286911 4.42143E+7 286911 4.42143E+7 286911 4.42143E+7 286911
3 4.78258E+7 297198 4.78258E+7 297198 4.78258E+7 297198 4.78258E+7 297198 4.78258E+7 297198
3.5 4.81326E+7 298080 4.81326E+7 298080 4.81326E+7 298080 4.81326E+7 298080 4.81326E+7 298080
4 4.79037E+7 297683 4.79037E+7 297683 4.79037E+7 297683 4.79037E+7 297683 4.79037E+7 297683
4.5 4.77021E+7 296896 4.77021E+7 296896 4.77021E+7 296896 4.77021E+7 296896 4.77021E+7 296896
5 4.78293E+7 297045 4.78293E+7 297045 4.78293E+7 297045 4.78293E+7 297045 4.78293E+7 297045
5.5 4.76779E+7 296571 4.76779E+7 296571 4.76779E+7 296571 4.76779E+7 296571 4.76779E+7 296571
6 4.79001E+7 297502 4.79001E+7 297502 4.79001E+7 297502 4.79001E+7 297502 4.79001E+7 297502
