# Instrument-source: 'H3-5D_NSE.instr'
# Date: Sat Aug 31 00 18 2019
# Ncount: 1000000
# Numpoints: 2
# Param: R_curv2 = 500
# type: multiarray_1d(2)
# title: Scan of R_curv2
# xlabel: 'R_curv2'
# ylabel: 'Intensity'
# xvars: R_curv2
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 1500 500
# filename: mccode.dat
# variables: R_curv2 Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
500 2.91022E+7 311676 2.91022E+7 311676 2.91022E+7 311676 2.91022E+7 311676 2.91022E+7 311676
600 3.27667E+7 336573 3.27667E+7 336573 3.27667E+7 336573 3.27667E+7 336573 3.27667E+7 336573
700 3.42797E+7 348257 3.42797E+7 348257 3.42797E+7 348257 3.42797E+7 348257 3.42797E+7 348257
800 3.5141E+7 354595 3.5141E+7 354595 3.5141E+7 354595 3.5141E+7 354595 3.5141E+7 354595
900 3.6018E+7 360650 3.6018E+7 360650 3.6018E+7 360650 3.6018E+7 360650 3.6018E+7 360650
1000 3.6281E+7 363032 3.6281E+7 363032 3.6281E+7 363032 3.6281E+7 363032 3.6281E+7 363032
1100 3.6102E+7 363272 3.6102E+7 363272 3.6102E+7 363272 3.6102E+7 363272 3.6102E+7 363272
1200 3.73841E+7 370416 3.73841E+7 370416 3.73841E+7 370416 3.73841E+7 370416 3.73841E+7 370416
1300 3.72935E+7 370545 3.72935E+7 370545 3.72935E+7 370545 3.72935E+7 370545 3.72935E+7 370545
1400 3.69361E+7 369058 3.69361E+7 369058 3.69361E+7 369058 3.69361E+7 369058 3.69361E+7 369058
1500 3.74893E+7 371688 3.74893E+7 371688 3.74893E+7 371688 3.74893E+7 371688 3.74893E+7 371688
