# Instrument-source: 'H3-2_NeRo.instr'
# Date: Fri Aug 30 20 09 2019
# Ncount: 1000000
# Numpoints: 2
# Param: m_out = 1
# type: multiarray_1d(2)
# title: Scan of m_out
# xlabel: 'm_out'
# ylabel: 'Intensity'
# xvars: m_out
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 1 6
# filename: mccode.dat
# variables: m_out Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
1 5.71284E+7 240301 5.71284E+7 240301 5.71284E+7 240301 5.71284E+7 240301 5.71284E+7 240301
1.5 8.97809E+7 293240 8.97809E+7 293240 8.97809E+7 293240 8.97809E+7 293240 8.97809E+7 293240
2 1.15286E+8 324805 1.15286E+8 324805 1.15286E+8 324805 1.15286E+8 324805 1.15286E+8 324805
2.5 1.20299E+8 328718 1.20299E+8 328718 1.20299E+8 328718 1.20299E+8 328718 1.20299E+8 328718
3 1.20325E+8 328754 1.20325E+8 328754 1.20325E+8 328754 1.20325E+8 328754 1.20325E+8 328754
3.5 1.20629E+8 329173 1.20629E+8 329173 1.20629E+8 329173 1.20629E+8 329173 1.20629E+8 329173
4 1.21241E+8 330018 1.21241E+8 330018 1.21241E+8 330018 1.21241E+8 330018 1.21241E+8 330018
4.5 1.1999E+8 328239 1.1999E+8 328239 1.1999E+8 328239 1.1999E+8 328239 1.1999E+8 328239
5 1.20705E+8 329235 1.20705E+8 329235 1.20705E+8 329235 1.20705E+8 329235 1.20705E+8 329235
5.5 1.20127E+8 328362 1.20127E+8 328362 1.20127E+8 328362 1.20127E+8 328362 1.20127E+8 328362
6 1.20896E+8 329596 1.20896E+8 329596 1.20896E+8 329596 1.20896E+8 329596 1.20896E+8 329596
