# Instrument-source: 'H3-3A_CLEO.instr'
# Date: Fri Aug 30 16 37 2019
# Ncount: 1000000
# Numpoints: 2
# Param: R_curv = 500
# type: multiarray_1d(2)
# title: Scan of R_curv
# xlabel: 'R_curv'
# ylabel: 'Intensity'
# xvars: R_curv
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 2000 500
# filename: mccode.dat
# variables: R_curv Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
500 1.32893E+7 148657 1.32893E+7 148657 1.32893E+7 148657 1.32893E+7 148657 1.32893E+7 148657
600 1.80041E+7 176134 1.80041E+7 176134 1.80041E+7 176134 1.80041E+7 176134 1.80041E+7 176134
700 2.12904E+7 195348 2.12904E+7 195348 2.12904E+7 195348 2.12904E+7 195348 2.12904E+7 195348
800 2.50198E+7 212736 2.50198E+7 212736 2.50198E+7 212736 2.50198E+7 212736 2.50198E+7 212736
900 2.96997E+7 233873 2.96997E+7 233873 2.96997E+7 233873 2.96997E+7 233873 2.96997E+7 233873
1000 3.39686E+7 252068 3.39686E+7 252068 3.39686E+7 252068 3.39686E+7 252068 3.39686E+7 252068
1100 3.96393E+7 275155 3.96393E+7 275155 3.96393E+7 275155 3.96393E+7 275155 3.96393E+7 275155
1200 4.31354E+7 289900 4.31354E+7 289900 4.31354E+7 289900 4.31354E+7 289900 4.31354E+7 289900
1300 4.6016E+7 302604 4.6016E+7 302604 4.6016E+7 302604 4.6016E+7 302604 4.6016E+7 302604
1400 4.70844E+7 308184 4.70844E+7 308184 4.70844E+7 308184 4.70844E+7 308184 4.70844E+7 308184
1500 4.7724E+7 312080 4.7724E+7 312080 4.7724E+7 312080 4.7724E+7 312080 4.7724E+7 312080
1600 4.82867E+7 315631 4.82867E+7 315631 4.82867E+7 315631 4.82867E+7 315631 4.82867E+7 315631
1700 4.84645E+7 316344 4.84645E+7 316344 4.84645E+7 316344 4.84645E+7 316344 4.84645E+7 316344
1800 4.86696E+7 317055 4.86696E+7 317055 4.86696E+7 317055 4.86696E+7 317055 4.86696E+7 317055
1900 4.98454E+7 321587 4.98454E+7 321587 4.98454E+7 321587 4.98454E+7 321587 4.98454E+7 321587
2000 4.95839E+7 321203 4.95839E+7 321203 4.95839E+7 321203 4.95839E+7 321203 4.95839E+7 321203
