# Instrument-source: 'generic_curved.instr'
# Date: Tue Jan 29 19 56 2019
# Ncount: 5000000
# Numpoints: 2
# Param: R_curv = 100
# type: multiarray_1d(2)
# title: Scan of R_curv
# xlabel: 'R_curv'
# ylabel: 'Intensity'
# xvars: R_curv
# yvars: (Sample_I,Sample_ERR)
# xlimits: 100 2000
# filename: mccode.dat
# variables: R_curv Sample_I Sample_ERR
100 60202.3 15544.2
200 713994 72619.8
300 1.31743E+6 105124
400 2.12124E+6 135569
500 2.70291E+6 157163
600 3.44033E+6 178537
700 4.17098E+6 197727
800 4.89181E+6 216171
900 5.45876E+6 227128
1000 6.64219E+6 251640
1100 7.306E+6 264003
1200 8.23284E+6 283278
1300 9.11005E+6 297698
1400 1.03579E+7 320556
1500 1.14018E+7 337569
1600 1.1325E+7 336458
1700 1.19088E+7 345303
1800 1.28546E+7 360648
1900 1.42499E+7 380343
2000 1.37996E+7 376990
