# Instrument-source: 'H3-3A_CLEO.instr'
# Date: Fri Aug 30 16 34 2019
# Ncount: 1000000
# Numpoints: 2
# Param: m_top = 1
# type: multiarray_1d(2)
# title: Scan of m_top
# xlabel: 'm_top'
# ylabel: 'Intensity'
# xvars: m_top
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 1 6
# filename: mccode.dat
# variables: m_top Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
1 1.38517E+7 167673 1.38517E+7 167673 1.38517E+7 167673 1.38517E+7 167673 1.38517E+7 167673
1.5 1.91435E+7 195104 1.91435E+7 195104 1.91435E+7 195104 1.91435E+7 195104 1.91435E+7 195104
2 2.43744E+7 219007 2.43744E+7 219007 2.43744E+7 219007 2.43744E+7 219007 2.43744E+7 219007
2.5 2.93127E+7 237787 2.93127E+7 237787 2.93127E+7 237787 2.93127E+7 237787 2.93127E+7 237787
3 3.3834E+7 251163 3.3834E+7 251163 3.3834E+7 251163 3.3834E+7 251163 3.3834E+7 251163
3.5 3.66105E+7 257189 3.66105E+7 257189 3.66105E+7 257189 3.66105E+7 257189 3.66105E+7 257189
4 3.92684E+7 262430 3.92684E+7 262430 3.92684E+7 262430 3.92684E+7 262430 3.92684E+7 262430
4.5 4.07939E+7 264331 4.07939E+7 264331 4.07939E+7 264331 4.07939E+7 264331 4.07939E+7 264331
5 4.16408E+7 264437 4.16408E+7 264437 4.16408E+7 264437 4.16408E+7 264437 4.16408E+7 264437
5.5 4.29163E+7 267003 4.29163E+7 267003 4.29163E+7 267003 4.29163E+7 267003 4.29163E+7 267003
6 4.3098E+7 265886 4.3098E+7 265886 4.3098E+7 265886 4.3098E+7 265886 4.3098E+7 265886
