# Instrument-source: 'generic_curved.instr'
# Date: Tue Jan 29 20 00 2019
# Ncount: 1000000
# Numpoints: 2
# Param: R_curv = 100
# type: multiarray_1d(2)
# title: Scan of R_curv
# xlabel: 'R_curv'
# ylabel: 'Intensity'
# xvars: R_curv
# yvars: (Sample_I,Sample_ERR)
# xlimits: 100 2000
# filename: mccode.dat
# variables: R_curv Sample_I Sample_ERR
100 441861 94715.9
200 1.36929E+6 207001
300 2.92121E+6 329693
400 4.58641E+6 431121
500 6.89499E+6 546301
600 7.73157E+6 588514
700 1.08893E+7 706199
800 1.35914E+7 797655
900 1.26122E+7 789041
1000 1.54749E+7 882588
1100 1.59054E+7 902957
1200 1.49031E+7 878158
1300 1.59244E+7 912818
1400 1.56615E+7 907878
1500 1.6301E+7 928557
1600 1.48786E+7 889321
1700 1.51721E+7 898035
1800 1.46048E+7 883653
1900 1.55506E+7 913278
2000 1.48672E+7 895726
