# Instrument-source: 'H3-3A_CLEO.instr'
# Date: Fri Aug 30 17 08 2019
# Ncount: 1000000
# Numpoints: 2
# Param: m_top = 1
# type: multiarray_1d(2)
# title: Scan of m_top
# xlabel: 'm_top'
# ylabel: 'Intensity'
# xvars: m_top
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 1 6
# filename: mccode.dat
# variables: m_top Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
1 9.2024E+6 127643 9.2024E+6 127643 9.2024E+6 127643 9.2024E+6 127643 9.2024E+6 127643
1.5 1.2356E+7 146707 1.2356E+7 146707 1.2356E+7 146707 1.2356E+7 146707 1.2356E+7 146707
2 1.58755E+7 165732 1.58755E+7 165732 1.58755E+7 165732 1.58755E+7 165732 1.58755E+7 165732
2.5 1.87758E+7 177976 1.87758E+7 177976 1.87758E+7 177976 1.87758E+7 177976 1.87758E+7 177976
3 2.13262E+7 187127 2.13262E+7 187127 2.13262E+7 187127 2.13262E+7 187127 2.13262E+7 187127
3.5 2.32333E+7 192758 2.32333E+7 192758 2.32333E+7 192758 2.32333E+7 192758 2.32333E+7 192758
4 2.41793E+7 194089 2.41793E+7 194089 2.41793E+7 194089 2.41793E+7 194089 2.41793E+7 194089
4.5 2.5288E+7 196546 2.5288E+7 196546 2.5288E+7 196546 2.5288E+7 196546 2.5288E+7 196546
5 2.54425E+7 196018 2.54425E+7 196018 2.54425E+7 196018 2.54425E+7 196018 2.54425E+7 196018
5.5 2.60903E+7 197223 2.60903E+7 197223 2.60903E+7 197223 2.60903E+7 197223 2.60903E+7 197223
6 2.60385E+7 196681 2.60385E+7 196681 2.60385E+7 196681 2.60385E+7 196681 2.60385E+7 196681
