# Instrument-source: 'H3-4A_SONATA.instr'
# Date: Fri Aug 30 22 10 2019
# Ncount: 1000000
# Numpoints: 2
# Param: R_curv = 500
# type: multiarray_1d(2)
# title: Scan of R_curv
# xlabel: 'R_curv'
# ylabel: 'Intensity'
# xvars: R_curv
# yvars: (Monlam_I,Monlam_ERR) (Monx_I,Monx_ERR) (Mony_I,Mony_ERR) (Mondx_I,Mondx_ERR) (Mondy_I,Mondy_ERR)
# xlimits: 2000 500
# filename: mccode.dat
# variables: R_curv Monlam_I Monlam_ERR Monx_I Monx_ERR Mony_I Mony_ERR Mondx_I Mondx_ERR Mondy_I Mondy_ERR
500 1.39309E+7 162367 1.39309E+7 162367 1.39309E+7 162367 1.39309E+7 162367 1.39309E+7 162367
600 1.84586E+7 194575 1.84586E+7 194575 1.84586E+7 194575 1.84586E+7 194575 1.84586E+7 194575
700 2.20594E+7 219995 2.20594E+7 219995 2.20594E+7 219995 2.20594E+7 219995 2.20594E+7 219995
800 2.43052E+7 237207 2.43052E+7 237207 2.43052E+7 237207 2.43052E+7 237207 2.43052E+7 237207
900 2.53341E+7 246228 2.53341E+7 246228 2.53341E+7 246228 2.53341E+7 246228 2.53341E+7 246228
1000 2.6588E+7 255015 2.6588E+7 255015 2.6588E+7 255015 2.6588E+7 255015 2.6588E+7 255015
1100 2.69838E+7 259312 2.69838E+7 259312 2.69838E+7 259312 2.69838E+7 259312 2.69838E+7 259312
1200 2.74135E+7 264191 2.74135E+7 264191 2.74135E+7 264191 2.74135E+7 264191 2.74135E+7 264191
1300 2.87147E+7 272243 2.87147E+7 272243 2.87147E+7 272243 2.87147E+7 272243 2.87147E+7 272243
1400 2.86988E+7 274241 2.86988E+7 274241 2.86988E+7 274241 2.86988E+7 274241 2.86988E+7 274241
1500 2.94055E+7 278986 2.94055E+7 278986 2.94055E+7 278986 2.94055E+7 278986 2.94055E+7 278986
1600 2.87823E+7 276745 2.87823E+7 276745 2.87823E+7 276745 2.87823E+7 276745 2.87823E+7 276745
1700 2.96265E+7 282383 2.96265E+7 282383 2.96265E+7 282383 2.96265E+7 282383 2.96265E+7 282383
1800 2.99776E+7 284564 2.99776E+7 284564 2.99776E+7 284564 2.99776E+7 284564 2.99776E+7 284564
1900 3.01882E+7 286485 3.01882E+7 286485 3.01882E+7 286485 3.01882E+7 286485 3.01882E+7 286485
2000 3.01656E+7 286772 3.01656E+7 286772 3.01656E+7 286772 3.01656E+7 286772 3.01656E+7 286772
