# Instrument-source: 'generic_curved.instr'
# Date: Tue Jan 29 18 20 2019
# Ncount: 1000000
# Numpoints: 2
# Param: R_curv = 100
# type: multiarray_1d(2)
# title: Scan of R_curv
# xlabel: 'R_curv'
# ylabel: 'Intensity'
# xvars: R_curv
# yvars: (Sample_I,Sample_ERR)
# xlimits: 100 2000
# filename: mccode.dat
# variables: R_curv Sample_I Sample_ERR
100 37469.8 32241.1
200 371974 122169
300 1.09987E+6 210812
400 2.69539E+6 341255
500 3.02364E+6 368805
600 3.36816E+6 391016
700 3.60385E+6 404034
800 4.5933E+6 460360
900 6.17341E+6 536639
1000 6.67091E+6 564203
1100 6.51967E+6 557200
1200 8.18428E+6 632155
1300 9.64529E+6 685252
1400 1.0014E+7 702560
1500 9.72949E+6 694739
1600 1.20324E+7 776414
1700 1.27361E+7 799314
1800 1.35884E+7 827713
1900 1.45453E+7 860629
2000 1.44647E+7 862478
